date,ticker,open,high,low,close,volume,atr,market_bias_asof,market_bias_after_close,structure_break_event_on_close,choch_any_on_close_flag,bos_any_on_close_flag,local_high_available_on,local_high_swing_date,local_high_value,local_high_label,local_high_score,local_high_priority,local_high_max_window,local_high_days_since,local_low_available_on,local_low_swing_date,local_low_value,local_low_label,local_low_score,local_low_priority,local_low_max_window,local_low_days_since,local_break_available_on,local_break_event,local_break_score,local_break_priority,local_break_max_window,local_break_days_since,local_distance_to_high_pct,local_distance_to_low_pct,local_box_position,structural_high_available_on,structural_high_swing_date,structural_high_value,structural_high_label,structural_high_score,structural_high_priority,structural_high_max_window,structural_high_days_since,structural_low_available_on,structural_low_swing_date,structural_low_value,structural_low_label,structural_low_score,structural_low_priority,structural_low_max_window,structural_low_days_since,structural_break_available_on,structural_break_event,structural_break_score,structural_break_priority,structural_break_max_window,structural_break_days_since,structural_distance_to_high_pct,structural_distance_to_low_pct,structural_box_position,major_high_available_on,major_high_swing_date,major_high_value,major_high_label,major_high_score,major_high_priority,major_high_max_window,major_high_days_since,major_low_available_on,major_low_swing_date,major_low_value,major_low_label,major_low_score,major_low_priority,major_low_max_window,major_low_days_since,major_break_available_on,major_break_event,major_break_score,major_break_priority,major_break_max_window,major_break_days_since,major_distance_to_high_pct,major_distance_to_low_pct,major_box_position,global_high_available_on,global_high_swing_date,global_high_value,global_high_label,global_high_score,global_high_priority,global_high_max_window,global_high_days_since,global_low_available_on,global_low_swing_date,global_low_value,global_low_label,global_low_score,global_low_priority,global_low_max_window,global_low_days_since,global_break_available_on,global_break_event,global_break_score,global_break_priority,global_break_max_window,global_break_days_since,global_distance_to_high_pct,global_distance_to_low_pct,global_box_position,local_up_events_7,local_down_events_7,local_net_break_pressure_7,local_up_events_30,local_down_events_30,local_net_break_pressure_30,local_up_events_90,local_down_events_90,local_net_break_pressure_90,structural_up_events_7,structural_down_events_7,structural_net_break_pressure_7,structural_up_events_30,structural_down_events_30,structural_net_break_pressure_30,structural_up_events_90,structural_down_events_90,structural_net_break_pressure_90,major_up_events_7,major_down_events_7,major_net_break_pressure_7,major_up_events_30,major_down_events_30,major_net_break_pressure_30,major_up_events_90,major_down_events_90,major_net_break_pressure_90,global_up_events_7,global_down_events_7,global_net_break_pressure_7,global_up_events_30,global_down_events_30,global_net_break_pressure_30,global_up_events_90,global_down_events_90,global_net_break_pressure_90
2021-04-14 23:59:59.999000+00:00,BTC/USDT,63645.05,64986.11,61404.0,63019.1,323454.88,2590.066363636364,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,0.0,,,,,,,,0.13474179933870012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15 23:59:59.999000+00:00,BTC/USDT,63018.34,63905.83,62157.89,63232.55,178604.198,2519.8891666666673,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,1.0,,,,,,,,0.1385852473896696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16 23:59:59.999000+00:00,BTC/USDT,63232.56,63600.0,60100.0,61424.67,255765.893,2595.282307692308,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,2.0,,,,,,,,0.10603198966005345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17 23:59:59.999000+00:00,BTC/USDT,61424.67,62610.0,59620.0,60090.14,194112.299,2623.476428571429,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,3.0,,,,,,,,0.08200202138898205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18 23:59:59.999000+00:00,BTC/USDT,60090.14,60450.0,50050.0,56140.05,522006.276,3220.9214285714293,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,4.0,,,,,,,,0.010875454456896305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19 23:59:59.999000+00:00,BTC/USDT,56140.05,57532.7,54200.0,55634.39,285041.716,3274.9671428571432,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,5.0,,,,,,,,0.0017703809434121975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20 23:59:59.999000+00:00,BTC/USDT,55634.38,57060.0,53330.82,56410.56,324494.085,3389.4671428571432,neutral,neutral,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,6.0,,,,,,,,0.015746342872299035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21 23:59:59.999000+00:00,BTC/USDT,56411.25,56756.78,53610.0,53800.0,252601.972,3386.813571428572,neutral,bearish,bos_down,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,0.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,7.0,2021-04-21 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,0.0,-0.17213078302424933,-0.0312602242110398,-0.1837103335012338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22 23:59:59.999000+00:00,BTC/USDT,53794.72,55470.51,50534.34,51714.61,453489.185,3565.0492857142863,bearish,bearish,bos_down,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,1.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,8.0,2021-04-22 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,0.0,-0.20422056344040285,-0.06881041456480441,-0.4043855899022648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23 23:59:59.999000+00:00,BTC/USDT,51714.62,52152.0,47546.16,51122.62,554666.026,3804.752142857143,bearish,bearish,bos_down,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,2.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,9.0,2021-04-23 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,0.0,-0.21333004852883175,-0.07946997329843464,-0.46702976918616185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24 23:59:59.999000+00:00,BTC/USDT,51122.63,51183.51,48690.0,50092.4,299663.131,3707.4278571428576,bearish,bearish,bos_down,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,3.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,10.0,2021-04-24 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,0.0,-0.22918297463873427,-0.09802043968901653,-0.5760472971542975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,4.0,-4.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25 23:59:59.999000+00:00,BTC/USDT,50094.27,50577.9,46930.43,49063.94,310306.501,3859.9000000000005,bearish,bearish,bos_down,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,4.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,11.0,2021-04-25 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,0.0,-0.24500881803819308,-0.11653921496425657,-0.684878582524518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,5.0,-5.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26 23:59:59.999000+00:00,BTC/USDT,49063.94,54364.89,48763.0,53984.33,390494.148,4120.755714285714,bearish,bearish,bos_down,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,5.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,12.0,2021-04-26 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,0.0,-0.16929433074236944,-0.02794112006845273,-0.16420459595938194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27 23:59:59.999000+00:00,BTC/USDT,53984.34,55500.0,53225.14,55006.25,225440.361,3999.175,bearish,bearish,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,6.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,13.0,2021-04-26 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,1.0,-0.1535691242328553,-0.00954010609681244,-0.056065371151868104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28 23:59:59.999000+00:00,BTC/USDT,55006.25,56574.13,53852.0,54861.77,263170.559,3937.7478571428574,bearish,bearish,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,7.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,14.0,2021-04-26 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,2.0,-0.15579236855383405,-0.01214165856532523,-0.07135419532615765,,,,,,,,,2021-04-28 23:59:59.999000+00:00,2021-04-25 23:59:59.999000+00:00,46930.43,LL,13.0,critical,90.0,0.0,,,,,,,,0.16900207392090794,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29 23:59:59.999000+00:00,BTC/USDT,54861.76,55222.02,52350.0,53558.8,257045.19,4018.0392857142856,bearish,bearish,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,8.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,15.0,2021-04-26 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,3.0,-0.175842345387345,-0.03560334751810845,-0.20923403498821133,,,,,,,,,2021-04-28 23:59:59.999000+00:00,2021-04-25 23:59:59.999000+00:00,46930.43,LL,13.0,critical,90.0,1.0,,,,,,,,0.14123821153993266,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 23:59:59.999000+00:00,BTC/USDT,53558.57,57935.0,53043.62,57684.16,294683.751,4117.4235714285705,bearish,bearish,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-21 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,64986.11,INITIAL_HIGH,7.0,medium,30.0,9.0,2021-04-14 23:59:59.999000+00:00,2021-04-07 23:59:59.999000+00:00,55536.07,INITIAL_LOW,7.0,medium,30.0,16.0,2021-04-26 23:59:59.999000+00:00,bos_down,7.0,medium,30.0,4.0,-0.11236170313933236,0.038679186337816196,0.22731014895175083,,,,,,,,,2021-04-28 23:59:59.999000+00:00,2021-04-25 23:59:59.999000+00:00,46930.43,LL,13.0,critical,90.0,2.0,,,,,,,,0.22914194478934036,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,6.0,-6.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
